-44.31	72.09
-36.25	62.79
-32.23	51.16
-32.22	69.77
-24.17	55.81
-24.17	41.86
-24.13	69.79
-20.14	34.88
-20.14	48.83
-16.11	23.25
-16.11	27.91
-16.11	69.77
-12.09	48.83
-12.09	62.79
-12.08	44.18
-8.12	9.23
-8.06	69.76
-4.06	62.81
-4.03	30.23
-4.03	48.83
-4.03	20.93
0	41.86
0	0
4.03	72.09
4.03	6.98
4.03	48.84
8.03	23.24
8.06	41.86
8.06	65.11
12.02	2.24
12.08	6.97
12.08	48.83
12.08	30.23
12.08	72.09
16.11	65.11
20.14	72.09
20.14	2.32
20.14	6.98
20.14	20.93
20.14	44.18
24.17	65.11
24.17	51.16
28.2	6.98
28.2	30.23
32.22	23.25
32.22	69.76
32.22	0
32.22	41.86
36.25	62.79
36.25	48.83
40.28	9.29
40.28	23.25
40.28	41.86
40.28	0
40.28	69.76
44.31	62.79
44.31	30.23
48.33	23.25
48.33	51.16
48.34	106.97
52.32	7
52.36	44.18
52.36	76.74
56.39	37.21
56.39	0
56.39	27.91
56.39	69.76
56.39	83.72
60.42	58.13
60.42	20.93
60.42	76.74
64.45	65.11
64.45	93.02
64.45	9.3
64.45	27.91
68.48	44.18
68.48	58.14
68.48	100
72.5	0
72.5	83.72
72.5	106.97
72.5	51.16
72.5	13.95
76.53	90.69
76.53	118.6
76.53	6.98
76.53	72.09
76.53	34.88
80.56	41.82
80.56	83.72
80.56	0
80.56	111.63
80.56	23.25
84.59	132.55
84.59	118.6
84.59	104.65
84.59	72.09
84.59	34.88
84.59	62.79
88.61	13.95
88.61	55.81
88.62	97.67
88.62	106.97
92.64	2.32
92.64	62.79
92.65	48.83
92.65	100
92.65	86.05
92.65	127.91
92.65	146.51
96.67	134.88
96.67	93.02
96.67	13.95
96.67	27.9
96.67	41.86
96.67	55.81
100.7	118.55
100.7	44.18
100.7	34.88
100.7	72.09
104.73	23.25
104.73	83.72
104.73	27.9
104.73	125.58
104.74	106.98
108.75	34.88
108.76	58.14
108.78	72.08
112.78	97.67
112.78	41.86
112.79	111.63
116.81	48.84
116.81	90.7
116.81	104.65
116.81	62.79
120.84	51.16
120.84	83.72
124.87	76.74
124.87	90.69
128.9	65.11
132.92	76.74
-40.28	83.72
-32.22	93.02
-32.22	83.72
-28.19	104.65
-24.17	93.02
-20.14	118.6
-20.14	86.08
-20.1	104.67
-16.11	125.58
-12.1	113.96
-12.08	90.69
-8.05	83.72
-8.05	125.58
-8.05	139.54
-4.03	90.69
-4.03	100
-4.03	132.55
0	139.53
0	106.97
0	153.48
4.03	100
4.03	113.95
4.03	146.51
8.06	125.58
12.05	155.9
12.08	113.95
12.09	86.04
16.11	134.91
16.12	97.67
20.14	127.9
20.14	146.51
20.14	86.04
20.14	104.65
24.17	97.67
24.19	157.17
28.2	113.95
28.2	141.86
28.2	155.81
32.22	106.97
32.23	83.72
32.23	125.58
32.23	153.48
36.25	90.7
36.25	118.6
36.25	132.56
40.28	83.72
40.28	153.49
40.28	125.58
44.31	141.86
44.31	90.7
44.31	132.56
44.31	100
48.34	139.53
48.34	153.48
52.36	113.95
52.37	146.51
52.37	100
56.39	106.97
56.42	125.59
60.42	146.51
60.42	113.95
60.42	155.81
64.45	134.88
64.45	125.58
72.5	134.88
72.51	153.49
76.54	146.51
84.59	155.81
-38.31	96.52
102.73	138.38
-37.44	96.02
101.87	137.88
-23.67	60.46
0.5	18.6
16.6	144.05
27.95	94.91
36.75	53.49
60.42	11.13
64.2	143.75
68.23	81.83
92.39	26.01
-20.49	95.7
93.08	123.5
116.56	67.87
-16.15	18.58
124.92	53.44
-15.29	19.08
68.47	-3.67
124.06	53.94
4.03	86.04
68.47	-4.67
4.03	86.04
4.03	86.04
