276.57	317.82
277.77	323.18
258.93	335.27
258.44	342.24
270.52	328.29
252.4	338.75
252.4	352.71
240.32	352.73
246.37	363.18
240.32	373.63
222.18	380.79
222.19	370.15
216.15	352.71
204.06	359.68
204.07	373.63
185.94	370.15
173.87	363.18
173.85	370.15
155.73	373.64
138.43	358.04
143.64	359.69
161.77	349.22
185.94	349.22
204.56	345.73
210.12	342.23
228.23	338.75
282.62	300.38
276.57	296.89
258.44	307.36
246.36	321.31
234.27	307.36
222.19	321.31
210.11	321.31
191.98	331.78
173.85	328.29
155.72	331.78
143.64	331.78
138.09	335.27
137.6	342.24
125.52	328.29
113.43	300.38
119.47	310.83
131.57	310.83
149.68	307.36
155.73	310.85
167.81	296.89
173.85	307.36
191.97	310.83
198.02	300.38
216.15	296.89
228.22	289.93
246.36	286.43
258.44	286.43
270.52	279.43
264.48	275.96
258.42	258.53
255.58	239.24
246.36	244.57
246.36	265.5
234.27	258.52
234.77	272.48
228.23	275.96
216.15	255.03
204.06	268.99
210.1	279.45
185.94	286.43
185.94	265.5
173.85	279.45
155.72	289.93
156.22	282.94
161.77	265.5
143.64	275.96
137.6	279.45
143.64	289.92
119.48	289.92
116.3	281.11
131.56	268.98
143.64	255.03
149.68	244.57
155.73	248.06
173.85	244.57
155.73	227.12
173.85	223.64
177.9	219.95
185.94	223.64
191.98	248.05
198.02	237.59
198.51	230.62
210.1	223.64
222.17	237.58
228.23	227.12
240.31	227.12
