0	0	0	0	18.13	198.13	0	0
0	0	0	0	18.13	197.13	0	0
0	0	0	0	0	190	0	0
0	0	0	0	36.25	190	0	0
0	0	0	0	18.13	186.51	0	0
0	0	0	0	48.34	176.05	0	0
0	0	0	0	54.52	172.61	0	0
0	0	0	0	0	169.07	0	0
0	0	0	0	24.17	169.07	0	0
0	0	0	0	36.25	169.07	0	0
0	0	0	0	6.04	165.58	0	0
0	0	0	0	54.38	158.6	0	0
0	0	0	0	12.08	155.12	0	0
0	0	0	0	6.05	152.13	0	0
0	0	0	0	0	148.14	0	0
0	0	0	0	36.25	148.14	0	0
0	0	0	0	48.34	148.14	0	0
0	0	0	0	66.46	144.65	0	0
0	0	0	0	59.92	141.16	0	0
0	0	0	0	6.04	137.67	0	0
0	0	0	0	24.17	134.19	0	0
0	0	0	0	36.25	134.19	0	0
0	0	0	0	72.5	134.19	0	0
0	0	0	0	0	127.21	0	0
0	0	0	0	48.34	127.21	0	0
0	0	0	0	18.13	123.72	0	0
0	0	0	0	30.21	123.72	0	0
0	0	0	0	54.38	123.72	0	0
0	0	0	0	78.54	123.72	0	0
0	0	0	0	0	106.28	0	0
0	0	0	0	36.25	106.28	0	0
0	0	0	0	48.34	106.28	0	0
0	0	0	0	72.5	106.28	0	0
0	0	0	0	18.13	102.79	0	0
0	0	0	0	0	92.33	0	0
0	0	0	0	36.25	92.33	0	0
0	0	0	0	48.33	92.33	0	0
0	0	0	0	60.42	92.33	0	0
0	0	0	0	18.13	88.33	0	0
0	0	0	0	12.08	85.35	0	0
0	0	0	0	24.17	85.35	0	0
0	0	0	0	36.25	85.35	0	0
0	0	0	0	54.38	81.86	0	0
0	0	0	0	0	71.4	0	0
0	0	0	0	12.08	64.42	0	0
0	0	0	0	36.25	64.42	0	0
0	0	0	0	48.33	64.42	0	0
0	0	0	0	51.48	55.61	0	0
0	0	0	0	52.34	55.11	0	0
0	0	0	0	18.13	53.95	0	0
0	0	0	0	0	50.47	0	0
0	0	0	0	36.25	50.47	0	0
0	0	0	0	6.04	40	0	0
0	0	0	0	30.21	40	0	0
0	0	0	0	12.08	36.37	0	0
0	0	0	0	12.08	35.37	0	0
