-30.21	45.35
-36.43	48.74
-12.08	41.86
-42.29	66.28
-24.17	62.79
-12.08	62.79
-36.25	83.72
-39.44	92.54
6.04	66.28
-12.08	83.72
-24.17	97.68
6.55	80.24
-6.04	94.19
12.09	83.72
-18.12	108.14
6.03	94.19
18.13	94.19
-12.08	125.58
-0.01	118.54
24.17	104.65
12.12	118.62
6.04	129.07
0.0	146.51
18.13	136.05
36.25	125.58
18.11	149.93
30.71	143.03
36.22	146.53
48.34	139.54
48.34	146.51
60.43	153.68
84.64	146.53
66.46	150.0
84.59	125.58
66.47	129.07
78.55	115.12
84.59	104.65
48.32	118.62
66.95	101.21
60.41	104.8
84.59	83.72
60.41	97.67
48.34	104.65
72.5	83.72
36.25	104.65
36.25	97.67
78.55	66.28
48.34	83.72
84.59	55.82
36.25	83.72
60.42	62.79
84.59	41.86
66.46	52.33
48.34	62.79
72.51	41.86
30.21	66.28
36.26	55.82
48.34	41.86
54.87	38.35
36.25	41.86
12.09	55.81
54.38	24.42
24.17	41.86
0.0	55.82
60.42	13.95
48.34	20.93
36.26	20.93
30.21	24.42
6.04	31.4
48.34	0.0
12.09	20.93
36.25	0.0
-11.59	27.97
24.17	0.0
-18.12	24.42
12.09	0.0
-12.08	13.95
0.0	0.0
66.48	-7.17
72.51	0.0
84.59	0.0
84.59	13.96
78.55	24.42
